county,precinct,office,office,party,candidate,votes,election_day,mail,provisional
Wayne,WAYMART BOROUGH,President,,DEM,KAMALA D HARRIS,216,143,73,0
Wayne,WAYMART BOROUGH,President,,REP,DONALD J TRUMP,468,394,70,4
Wayne,WAYMART BOROUGH,President,,LIB,CHASE OLIVER,4,3,1,0
Wayne,WAYMART BOROUGH,President,,GRN,JILL STEIN,2,2,0,0
Wayne,WAYMART BOROUGH,President,,,Write-ins,3,2,1,0
Wayne,WAYMART BOROUGH,President,,,Over Votes,2,,,
Wayne,WAYMART BOROUGH,President,,,Under Votes,2,,,
Wayne,WAYMART BOROUGH,U.S. Senate,,DEM,ROBERT P CASEY JR,213,143,70,0
Wayne,WAYMART BOROUGH,U.S. Senate,,REP,DAVE MCCORMICK,459,387,68,4
Wayne,WAYMART BOROUGH,U.S. Senate,,LIB,JOHN C THOMAS,6,4,2,0
Wayne,WAYMART BOROUGH,U.S. Senate,,GRN,LEILA HAZOU,9,5,4,0
Wayne,WAYMART BOROUGH,U.S. Senate,,CST,MARTY SELKER,3,3,0,0
Wayne,WAYMART BOROUGH,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,WAYMART BOROUGH,U.S. Senate,,,Over Votes,2,,,
Wayne,WAYMART BOROUGH,U.S. Senate,,,Under Votes,5,,,
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,195,133,62,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,REP,DAVE SUNDAY,463,391,68,4
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,7,6,1,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,3,4,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,5,3,2,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,3,3,0,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,,Over Votes,1,,,
Wayne,WAYMART BOROUGH,ATTORNEY GENERAL,,,Under Votes,14,,,
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,183,123,60,0
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,REP,TIM DEFOOR,455,383,68,4
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,LIB,REECE SMITH,16,13,3,0
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,ASP,ERIC K ANTON,2,1,1,0
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,CST,BOB GOODRICH,10,6,4,0
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,,Over Votes,1,,,
Wayne,WAYMART BOROUGH,AUDITOR GENERAL,,,Under Votes,28,,,
Wayne,WAYMART BOROUGH,STATE TREASURER,,DEM,ERIN MCCLELLAND,186,122,64,0
Wayne,WAYMART BOROUGH,STATE TREASURER,,REP,STACY GARRITY,462,388,70,4
Wayne,WAYMART BOROUGH,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,11,9,2,0
Wayne,WAYMART BOROUGH,STATE TREASURER,,CST,TROY BOWMAN,4,4,0,0
Wayne,WAYMART BOROUGH,STATE TREASURER,,FWD,CHRIS FOSTER,4,3,1,0
Wayne,WAYMART BOROUGH,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,WAYMART BOROUGH,STATE TREASURER,,,Over Votes,1,,,
Wayne,WAYMART BOROUGH,STATE TREASURER,,,Under Votes,27,,,
Wayne,WAYMART BOROUGH,U.S. House,8,DEM,MATT CARTWRIGHT,235,160,75,0
Wayne,WAYMART BOROUGH,U.S. House,8,REP,ROB BRESNAHAN JR,445,372,69,4
Wayne,WAYMART BOROUGH,U.S. House,8,,Write-ins,1,1,0,0
Wayne,WAYMART BOROUGH,U.S. House,8,,Over Votes,1,,,
Wayne,WAYMART BOROUGH,U.S. House,8,,Under Votes,15,,,
Wayne,WAYMART BOROUGH,State House,111,REP,JONATHAN FRITZ,580,478,99,3
Wayne,WAYMART BOROUGH,State House,111,,Write-ins,15,13,2,0
Wayne,WAYMART BOROUGH,State House,111,,Over Votes,1,,,
Wayne,WAYMART BOROUGH,State House,111,,Under Votes,99,,,
