county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,72-RUSH NORTH,ATTORNEY GENERAL,,,Under Votes,23,19,4,0,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,DEM,NINA AHMAD,284,116,167,1,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,770,655,103,12,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,40,24,14,2,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,16,12,4,0,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,,Write-ins,2,1,1,0,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,,Not Assigned,2,1,1,0,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,72-RUSH NORTH,AUDITOR GENERAL,,,Under Votes,34,30,4,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,DEM,JOE TORSELLA,342,154,184,4,0
Centre,72-RUSH NORTH,STATE TREASURER,,REP,STACY L GARRITY,735,634,90,11,0
Centre,72-RUSH NORTH,STATE TREASURER,,LIB,JOE SOLOSKI,24,19,5,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,13,5,8,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,,Write-ins,2,2,0,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,,Not Assigned,2,2,0,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,,Over Votes,2,2,0,0,0
Centre,72-RUSH NORTH,STATE TREASURER,,,Under Votes,28,22,6,0,0
Centre,72-RUSH NORTH,U.S. House,15,DEM,ROBERT WILLIAMS,293,116,176,1,0
Centre,72-RUSH NORTH,U.S. House,15,REP,GLENN GT THOMPSON,823,701,108,14,0
Centre,72-RUSH NORTH,U.S. House,15,,Write-ins,1,0,1,0,0
Centre,72-RUSH NORTH,U.S. House,15,,Not Assigned,1,0,1,0,0
Centre,72-RUSH NORTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,72-RUSH NORTH,U.S. House,15,,Under Votes,29,21,8,0,0
Centre,72-RUSH NORTH,State Assembly,77,DEM,H SCOTT CONKLIN,444,223,217,4,0
Centre,72-RUSH NORTH,State Assembly,77,REP,STEVE YETSKO,691,607,73,11,0
Centre,72-RUSH NORTH,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,72-RUSH NORTH,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,72-RUSH NORTH,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,72-RUSH NORTH,State Assembly,77,,Under Votes,11,8,3,0,0
Centre,15-RUSH NORTH CENTRAL,Registered Voters,,,,252,,,,
Centre,15-RUSH NORTH CENTRAL,Ballots Cast,,,,202,166,29,7,0
Centre,15-RUSH NORTH CENTRAL,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,DEM,Joseph R. Biden,60,39,17,4,0
Centre,15-RUSH NORTH CENTRAL,President,,REP,Donald J. Trump,134,122,9,3,0
Centre,15-RUSH NORTH CENTRAL,President,,LIB,Jo Jorgensen,4,2,2,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-ins,3,2,1,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Scattered,2,1,1,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Over Votes,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,President,,,Under Votes,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,57,39,15,3,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,127,112,11,4,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,6,4,2,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,,Over Votes,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,ATTORNEY GENERAL,,,Under Votes,10,9,1,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,DEM,NINA AHMAD,53,33,17,3,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,124,111,9,4,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,LIB,JENNIFER MOORE,11,9,2,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,GRN,OLIVIA FAISON,2,2,0,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,,Over Votes,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,AUDITOR GENERAL,,,Under Votes,11,10,1,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,DEM,JOE TORSELLA,61,43,15,3,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,REP,STACY L GARRITY,124,109,11,4,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,LIB,JOE SOLOSKI,7,5,2,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,GRN,TIMOTHY RUNKLE,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,,Over Votes,1,1,0,0,0
Centre,15-RUSH NORTH CENTRAL,STATE TREASURER,,,Under Votes,9,8,1,0,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,DEM,ROBERT WILLIAMS,53,36,14,3,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,REP,GLENN GT THOMPSON,141,123,14,4,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,U.S. House,15,,Under Votes,8,7,1,0,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,DEM,H SCOTT CONKLIN,88,60,22,6,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,REP,STEVE YETSKO,109,101,7,1,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,15-RUSH NORTH CENTRAL,State Assembly,77,,Under Votes,5,5,0,0,0
Centre,73-RUSH SOUTH,Registered Voters,,,,285,,,,
Centre,73-RUSH SOUTH,Ballots Cast,,,,241,199,40,2,0
Centre,73-RUSH SOUTH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,DEM,Joseph R. Biden,59,33,25,1,0
Centre,73-RUSH SOUTH,President,,REP,Donald J. Trump,179,163,15,1,0
Centre,73-RUSH SOUTH,President,,LIB,Jo Jorgensen,2,2,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-ins,1,1,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Scattered,1,1,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,President,,,Under Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,65,39,25,1,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,171,157,13,1,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,1,1,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,ATTORNEY GENERAL,,,Under Votes,4,2,2,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,DEM,NINA AHMAD,49,26,23,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,174,158,15,1,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,10,9,0,1,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,1,0,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,AUDITOR GENERAL,,,Under Votes,7,5,2,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,DEM,JOE TORSELLA,61,36,24,1,0
Centre,73-RUSH SOUTH,STATE TREASURER,,REP,STACY L GARRITY,170,155,14,1,0
Centre,73-RUSH SOUTH,STATE TREASURER,,LIB,JOE SOLOSKI,3,3,0,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,1,1,0,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,STATE TREASURER,,,Under Votes,6,4,2,0,0
Centre,73-RUSH SOUTH,U.S. House,15,DEM,ROBERT WILLIAMS,54,32,21,1,0
Centre,73-RUSH SOUTH,U.S. House,15,REP,GLENN GT THOMPSON,183,165,17,1,0
Centre,73-RUSH SOUTH,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,73-RUSH SOUTH,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,U.S. House,15,,Under Votes,4,2,2,0,0
Centre,73-RUSH SOUTH,State Assembly,77,DEM,H SCOTT CONKLIN,78,49,27,2,0
Centre,73-RUSH SOUTH,State Assembly,77,REP,STEVE YETSKO,161,149,12,0,0
Centre,73-RUSH SOUTH,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,73-RUSH SOUTH,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,73-RUSH SOUTH,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,73-RUSH SOUTH,State Assembly,77,,Under Votes,2,1,1,0,0
Centre,75-RUSH WEST,Registered Voters,,,,521,,,,
Centre,75-RUSH WEST,Ballots Cast,,,,452,368,78,6,0
Centre,75-RUSH WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,75-RUSH WEST,President,,DEM,Joseph R. Biden,104,58,46,0,0
Centre,75-RUSH WEST,President,,REP,Donald J. Trump,342,306,30,6,0
Centre,75-RUSH WEST,President,,LIB,Jo Jorgensen,3,2,1,0,0
Centre,75-RUSH WEST,President,,,Write-ins,1,0,1,0,0
Centre,75-RUSH WEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Write-In: Scattered,1,0,1,0,0
Centre,75-RUSH WEST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,President,,,Over Votes,1,1,0,0,0
Centre,75-RUSH WEST,President,,,Under Votes,1,1,0,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,130,81,47,2,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,312,281,27,4,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,6,4,2,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,75-RUSH WEST,ATTORNEY GENERAL,,,Under Votes,4,2,2,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,DEM,NINA AHMAD,96,54,42,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,322,291,27,4,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,19,13,4,2,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,4,2,2,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,75-RUSH WEST,AUDITOR GENERAL,,,Under Votes,11,8,3,0,0
Centre,75-RUSH WEST,STATE TREASURER,,DEM,JOE TORSELLA,108,62,43,3,0
Centre,75-RUSH WEST,STATE TREASURER,,REP,STACY L GARRITY,320,291,26,3,0
Centre,75-RUSH WEST,STATE TREASURER,,LIB,JOE SOLOSKI,11,7,4,0,0
Centre,75-RUSH WEST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,4,1,3,0,0
Centre,75-RUSH WEST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,75-RUSH WEST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,STATE TREASURER,,,Over Votes,1,1,0,0,0
Centre,75-RUSH WEST,STATE TREASURER,,,Under Votes,8,6,2,0,0
Centre,75-RUSH WEST,U.S. House,15,DEM,ROBERT WILLIAMS,97,59,38,0,0
Centre,75-RUSH WEST,U.S. House,15,REP,GLENN GT THOMPSON,348,305,39,4,0
Centre,75-RUSH WEST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,75-RUSH WEST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,75-RUSH WEST,U.S. House,15,,Under Votes,7,4,1,2,0
Centre,75-RUSH WEST,State Assembly,77,DEM,H SCOTT CONKLIN,151,91,57,3,0
Centre,75-RUSH WEST,State Assembly,77,REP,STEVE YETSKO,298,275,21,2,0
Centre,75-RUSH WEST,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,75-RUSH WEST,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,75-RUSH WEST,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,75-RUSH WEST,State Assembly,77,,Under Votes,3,2,0,1,0
Centre,14-SNOW SHOE BOROUGH,Registered Voters,,,,455,,,,
Centre,14-SNOW SHOE BOROUGH,Ballots Cast,,,,392,323,67,2,0
Centre,14-SNOW SHOE BOROUGH,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,DEM,Joseph R. Biden,107,61,46,0,0
Centre,14-SNOW SHOE BOROUGH,President,,REP,Donald J. Trump,277,254,21,2,0
Centre,14-SNOW SHOE BOROUGH,President,,LIB,Jo Jorgensen,4,4,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-ins,1,1,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Scattered,1,1,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,President,,,Under Votes,3,3,0,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,116,74,42,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,255,230,23,2,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,8,0,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,5,2,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,ATTORNEY GENERAL,,,Under Votes,6,6,0,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,DEM,NINA AHMAD,93,51,42,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,274,250,22,2,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,LIB,JENNIFER MOORE,15,13,2,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,4,1,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,AUDITOR GENERAL,,,Under Votes,5,5,0,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,DEM,JOE TORSELLA,101,60,41,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,REP,STACY L GARRITY,272,247,23,2,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,LIB,JOE SOLOSKI,5,5,0,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,GRN,TIMOTHY RUNKLE,5,3,2,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,STATE TREASURER,,,Under Votes,9,8,1,0,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,DEM,ROBERT WILLIAMS,96,52,43,1,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,REP,GLENN GT THOMPSON,293,268,24,1,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,U.S. House,15,,Under Votes,3,3,0,0,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,DEM,JOE WALTZ,106,63,43,0,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,REP,STEPHANIE BOROWICZ,282,257,23,2,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,,Write-ins,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,,Not Assigned,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,14-SNOW SHOE BOROUGH,State Assembly,76,,Under Votes,4,3,1,0,0
Centre,76-SNOW SHOE EAST,Registered Voters,,,,779,,,,
Centre,76-SNOW SHOE EAST,Ballots Cast,,,,654,531,117,6,0
Centre,76-SNOW SHOE EAST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,DEM,Joseph R. Biden,155,81,73,1,0
Centre,76-SNOW SHOE EAST,President,,REP,Donald J. Trump,493,446,42,5,0
Centre,76-SNOW SHOE EAST,President,,LIB,Jo Jorgensen,3,1,2,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-ins,2,2,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Brian Carroll & variations,1,1,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Scattered,1,1,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,President,,,Under Votes,1,1,0,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,180,103,73,4,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,446,404,40,2,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,7,7,0,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,1,3,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,ATTORNEY GENERAL,,,Under Votes,17,16,1,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,DEM,NINA AHMAD,149,90,56,3,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,461,406,52,3,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,15,12,3,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,3,0,3,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,AUDITOR GENERAL,,,Under Votes,26,23,3,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,DEM,JOE TORSELLA,184,112,70,2,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,REP,STACY L GARRITY,432,388,40,4,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,LIB,JOE SOLOSKI,12,12,0,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,1,5,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,STATE TREASURER,,,Under Votes,20,18,2,0,0
Centre,76-SNOW SHOE EAST,U.S. House,15,DEM,ROBERT WILLIAMS,139,77,62,0,0
Centre,76-SNOW SHOE EAST,U.S. House,15,REP,GLENN GT THOMPSON,504,444,54,6,0
Centre,76-SNOW SHOE EAST,U.S. House,15,,Write-ins,0,0,0,0,0
Centre,76-SNOW SHOE EAST,U.S. House,15,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,U.S. House,15,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,U.S. House,15,,Under Votes,11,10,1,0,0
Centre,76-SNOW SHOE EAST,State Assembly,76,DEM,JOE WALTZ,146,81,63,2,0
Centre,76-SNOW SHOE EAST,State Assembly,76,REP,STEPHANIE BOROWICZ,497,441,52,4,0
Centre,76-SNOW SHOE EAST,State Assembly,76,,Write-ins,0,0,0,0,0
Centre,76-SNOW SHOE EAST,State Assembly,76,,Not Assigned,0,0,0,0,0
Centre,76-SNOW SHOE EAST,State Assembly,76,,Over Votes,0,0,0,0,0
Centre,76-SNOW SHOE EAST,State Assembly,76,,Under Votes,11,9,2,0,0
Centre,77-SNOW SHOE WEST,Registered Voters,,,,378,,,,
Centre,77-SNOW SHOE WEST,Ballots Cast,,,,318,266,48,4,0
Centre,77-SNOW SHOE WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,77-SNOW SHOE WEST,President,,DEM,Joseph R. Biden,63,35,27,1,0
