county,precint,office,district,party,candidate,votes
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,BRADFORD TOWNSHIP - 2ND,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,Registered Voters - Total, , ,Registered Voters - Total,958
Clearfield,BRADY TOWNSHIP,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,295
Clearfield,BRADY TOWNSHIP,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,663
Clearfield,BRADY TOWNSHIP,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,BRADY TOWNSHIP,Ballots Cast - Total, , ,Ballots Cast - Total,448
Clearfield,BRADY TOWNSHIP,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,114
Clearfield,BRADY TOWNSHIP,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,334
Clearfield,BRADY TOWNSHIP,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,15
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,80
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,8
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,6
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,103
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,1
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,72
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,10
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,12
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,NINA AHMAD,1
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,5
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,DEM,JOE TORSELLA,99
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,DEM,Write-In Totals,4
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,2
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: SCATTERED,2
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,106
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,103
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,4
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,4
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,308
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,5
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,10
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,5
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,4
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADY TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,296
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,3
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,BRADY TOWNSHIP,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,283
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,BRADY TOWNSHIP,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,REP,STACY L GARRITY,293
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADY TOWNSHIP,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,317
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,113
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,45
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,173
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,1
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,BRADY TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,Registered Voters - Total, , ,Registered Voters - Total,567
Clearfield,BURNSIDE TOWNSHIP,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,166
Clearfield,BURNSIDE TOWNSHIP,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,401
Clearfield,BURNSIDE TOWNSHIP,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,BURNSIDE TOWNSHIP,Ballots Cast - Total, , ,Ballots Cast - Total,236
Clearfield,BURNSIDE TOWNSHIP,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,58
Clearfield,BURNSIDE TOWNSHIP,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,178
Clearfield,BURNSIDE TOWNSHIP,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,6
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,30
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,13
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,13
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,49
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,2
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,39
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,6
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,5
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,NINA AHMAD,2
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,2
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,DEM,JOE TORSELLA,51
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,DEM,Write-In Totals,2
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,2
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,44
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,7
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,5
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,6
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,1
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,5
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,171
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,164
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,REP,Write-In Totals,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,BURNSIDE TOWNSHIP,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,162
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,Write-In Totals,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,BURNSIDE TOWNSHIP,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,REP,STACY L GARRITY,164
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,BURNSIDE TOWNSHIP,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,171
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,1
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,0
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,TOMMY SANKEY,172
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,Write-In Totals,1
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,   Write-In: SCATTERED,1
Clearfield,BURNSIDE TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,Registered Voters - Total, , ,Registered Voters - Total,294
Clearfield,CHEST TOWNSHIP,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,110
Clearfield,CHEST TOWNSHIP,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,184
Clearfield,CHEST TOWNSHIP,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,CHEST TOWNSHIP,Ballots Cast - Total, , ,Ballots Cast - Total,115
Clearfield,CHEST TOWNSHIP,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,35
Clearfield,CHEST TOWNSHIP,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,80
Clearfield,CHEST TOWNSHIP,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,3
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,20
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,6
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,5
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,3
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,2
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,31
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,29
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,3
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,NINA AHMAD,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,2
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,DEM,JOE TORSELLA,33
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,DEM,Write-In Totals,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,30
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,   Write-In: TOMMY SANKEY,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,DEM,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,78
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,0
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,57
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,1
Clearfield,CHEST TOWNSHIP,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,53
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,Write-In Totals,2
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,2
Clearfield,CHEST TOWNSHIP,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,REP,STACY L GARRITY,57
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,1
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,REP,   Write-In: SCATTERED,0
Clearfield,CHEST TOWNSHIP,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,72
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,1
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,TOMMY SANKEY,66
Clearfield,CHEST TOWNSHIP,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 73RD, ,REP,Write-In Totals,1
