county,precinct,office,district,party,candidate,votes,absentee_mail,election_day
Chester,391 NEW GARDEN S-2,President, ,DEM,BERNIE SANDERS,56,42,14
Chester,391 NEW GARDEN S-2,President, ,DEM,JOSEPH R BIDEN,416,355,61
Chester,391 NEW GARDEN S-2,President, ,DEM,TULSI GABBARD,4,2,2
Chester,391 NEW GARDEN S-2,President, ,DEM,Write-In Totals,2,1,1
Chester,391 NEW GARDEN S-2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,440,369,71
Chester,391 NEW GARDEN S-2,ATTORNEY GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,18,13,5
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,18,15,3
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,38,36,2
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,9,6,3
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,NINA AHMAD,140,120,20
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,202,167,35
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,391 NEW GARDEN S-2,STATE TREASURER, ,DEM,JOE TORSELLA,439,367,72
Chester,391 NEW GARDEN S-2,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,391 NEW GARDEN S-2,U.S. House,6,DEM,CHRISSY HOULAHAN,464,390,74
Chester,391 NEW GARDEN S-2,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,391 NEW GARDEN S-2,State House,158,DEM,CHRISTINA SAPPEY,444,373,71
Chester,391 NEW GARDEN S-2,State House,158,DEM,Write-In Totals,0,0,0
Chester,391 NEW GARDEN S-2,President, ,REP,DONALD J TRUMP,176,84,92
Chester,391 NEW GARDEN S-2,President, ,REP,ROQUE ROCKY DE LA FUENTE,5,3,2
Chester,391 NEW GARDEN S-2,President, ,REP,BILL WELD,36,30,6
Chester,391 NEW GARDEN S-2,President, ,REP,Write-In Totals,19,13,6
Chester,391 NEW GARDEN S-2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,224,126,98
Chester,391 NEW GARDEN S-2,ATTORNEY GENERAL, ,REP,Write-In Totals,3,3,0
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,222,125,97
Chester,391 NEW GARDEN S-2,AUDITOR GENERAL, ,REP,Write-In Totals,2,1,1
Chester,391 NEW GARDEN S-2,STATE TREASURER, ,REP,STACY L GARRITY,225,127,98
Chester,391 NEW GARDEN S-2,STATE TREASURER, ,REP,Write-In Totals,2,2,0
Chester,391 NEW GARDEN S-2,U.S. House,6,REP,JOHN EMMONS,230,130,100
Chester,391 NEW GARDEN S-2,U.S. House,6,REP,Write-In Totals,3,3,0
Chester,391 NEW GARDEN S-2,State House,158,REP,ERIC ROE,228,127,101
Chester,391 NEW GARDEN S-2,State House,158,REP,Write-In Totals,2,2,0
Chester,395 NEW LONDON,Registered Voters, ,,Registered Voters - Total,"4,372",,
Chester,395 NEW LONDON,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,"1,364",,
Chester,395 NEW LONDON,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"2,188",,
Chester,395 NEW LONDON,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,820,,
Chester,395 NEW LONDON,Ballots Cast, , , ,"1,361",725,636
Chester,395 NEW LONDON,Ballots Cast, ,DEM, ,685,511,174
Chester,395 NEW LONDON,Ballots Cast, ,REP, ,676,214,462
Chester,395 NEW LONDON,Ballots Cast, ,NPA, ,0,0,0
Chester,395 NEW LONDON,President, ,DEM,BERNIE SANDERS,94,65,29
Chester,395 NEW LONDON,President, ,DEM,JOSEPH R BIDEN,574,436,138
Chester,395 NEW LONDON,President, ,DEM,TULSI GABBARD,7,3,4
Chester,395 NEW LONDON,President, ,DEM,Write-In Totals,9,7,2
Chester,395 NEW LONDON,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,597,448,149
Chester,395 NEW LONDON,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,19,10,9
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,33,28,5
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,55,43,12
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,14,8,6
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,NINA AHMAD,166,125,41
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,298,222,76
Chester,395 NEW LONDON,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,395 NEW LONDON,STATE TREASURER, ,DEM,JOE TORSELLA,590,445,145
Chester,395 NEW LONDON,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,395 NEW LONDON,U.S. House,6,DEM,CHRISSY HOULAHAN,644,485,159
Chester,395 NEW LONDON,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,395 NEW LONDON,State House,13,DEM,RICHARD RUGGIERI,600,454,146
Chester,395 NEW LONDON,State House,13,DEM,Write-In Totals,0,0,0
Chester,395 NEW LONDON,President, ,REP,DONALD J TRUMP,567,135,432
Chester,395 NEW LONDON,President, ,REP,ROQUE ROCKY DE LA FUENTE,7,6,1
Chester,395 NEW LONDON,President, ,REP,BILL WELD,60,47,13
Chester,395 NEW LONDON,President, ,REP,Write-In Totals,25,14,11
Chester,395 NEW LONDON,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,609,193,416
Chester,395 NEW LONDON,ATTORNEY GENERAL, ,REP,Write-In Totals,4,3,1
Chester,395 NEW LONDON,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,604,191,413
Chester,395 NEW LONDON,AUDITOR GENERAL, ,REP,Write-In Totals,4,3,1
Chester,395 NEW LONDON,STATE TREASURER, ,REP,STACY L GARRITY,600,192,408
Chester,395 NEW LONDON,STATE TREASURER, ,REP,Write-In Totals,3,2,1
Chester,395 NEW LONDON,U.S. House,6,REP,JOHN EMMONS,629,194,435
Chester,395 NEW LONDON,U.S. House,6,REP,Write-In Totals,7,6,1
Chester,395 NEW LONDON,State House,13,REP,JOHN LAWRENCE,628,203,425
Chester,395 NEW LONDON,State House,13,REP,Write-In Totals,3,2,1
Chester,400 NEWLIN,Registered Voters, ,,Registered Voters - Total,"1,080",,
Chester,400 NEWLIN,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,394,,
Chester,400 NEWLIN,Registered Voters, ,REP,Registered Voters - REPUBLICAN,503,,
Chester,400 NEWLIN,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,183,,
Chester,400 NEWLIN,Ballots Cast, , , ,446,280,166
Chester,400 NEWLIN,Ballots Cast, ,DEM, ,247,202,45
Chester,400 NEWLIN,Ballots Cast, ,REP, ,199,78,121
Chester,400 NEWLIN,Ballots Cast, ,NPA, ,0,0,0
Chester,400 NEWLIN,President, ,DEM,BERNIE SANDERS,38,31,7
Chester,400 NEWLIN,President, ,DEM,JOSEPH R BIDEN,200,166,34
Chester,400 NEWLIN,President, ,DEM,TULSI GABBARD,3,1,2
Chester,400 NEWLIN,President, ,DEM,Write-In Totals,4,4,0
Chester,400 NEWLIN,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,226,187,39
Chester,400 NEWLIN,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,1,1
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,5,5,0
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,5,4,1
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,11,9,2
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4,3,1
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,NINA AHMAD,61,44,17
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,133,113,20
Chester,400 NEWLIN,AUDITOR GENERAL, ,DEM,Write-In Totals,1,1,0
Chester,400 NEWLIN,STATE TREASURER, ,DEM,JOE TORSELLA,218,179,39
Chester,400 NEWLIN,STATE TREASURER, ,DEM,Write-In Totals,2,2,0
Chester,400 NEWLIN,U.S. House,6,DEM,CHRISSY HOULAHAN,244,200,44
Chester,400 NEWLIN,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,400 NEWLIN,State House,158,DEM,CHRISTINA SAPPEY,237,195,42
Chester,400 NEWLIN,State House,158,DEM,Write-In Totals,2,1,1
Chester,400 NEWLIN,President, ,REP,DONALD J TRUMP,157,52,105
Chester,400 NEWLIN,President, ,REP,ROQUE ROCKY DE LA FUENTE,6,5,1
Chester,400 NEWLIN,President, ,REP,BILL WELD,16,8,8
Chester,400 NEWLIN,President, ,REP,Write-In Totals,11,9,2
Chester,400 NEWLIN,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,174,66,108
Chester,400 NEWLIN,ATTORNEY GENERAL, ,REP,Write-In Totals,2,1,1
Chester,400 NEWLIN,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,179,66,113
Chester,400 NEWLIN,AUDITOR GENERAL, ,REP,Write-In Totals,2,2,0
Chester,400 NEWLIN,STATE TREASURER, ,REP,STACY L GARRITY,175,64,111
Chester,400 NEWLIN,STATE TREASURER, ,REP,Write-In Totals,3,2,1
Chester,400 NEWLIN,U.S. House,6,REP,JOHN EMMONS,183,70,113
Chester,400 NEWLIN,U.S. House,6,REP,Write-In Totals,3,2,1
Chester,400 NEWLIN,State House,158,REP,ERIC ROE,174,68,106
Chester,400 NEWLIN,State House,158,REP,Write-In Totals,5,2,3
Chester,405 EAST NOTTINGHAM EAST,Registered Voters, ,,Registered Voters - Total,"2,903",,
Chester,405 EAST NOTTINGHAM EAST,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,883,,
Chester,405 EAST NOTTINGHAM EAST,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"1,477",,
Chester,405 EAST NOTTINGHAM EAST,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,543,,
Chester,405 EAST NOTTINGHAM EAST,Ballots Cast, , , ,883,388,495
Chester,405 EAST NOTTINGHAM EAST,Ballots Cast, ,DEM, ,382,254,128
Chester,405 EAST NOTTINGHAM EAST,Ballots Cast, ,REP, ,501,134,367
Chester,405 EAST NOTTINGHAM EAST,Ballots Cast, ,NPA, ,0,0,0
Chester,405 EAST NOTTINGHAM EAST,President, ,DEM,BERNIE SANDERS,51,37,14
Chester,405 EAST NOTTINGHAM EAST,President, ,DEM,JOSEPH R BIDEN,313,209,104
Chester,405 EAST NOTTINGHAM EAST,President, ,DEM,TULSI GABBARD,7,3,4
Chester,405 EAST NOTTINGHAM EAST,President, ,DEM,Write-In Totals,6,3,3
Chester,405 EAST NOTTINGHAM EAST,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,345,231,114
Chester,405 EAST NOTTINGHAM EAST,ATTORNEY GENERAL, ,DEM,Write-In Totals,7,5,2
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,10,9,1
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,13,11,2
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,31,25,6
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,10,8,2
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,NINA AHMAD,112,65,47
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,173,116,57
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,DEM,Write-In Totals,2,0,2
Chester,405 EAST NOTTINGHAM EAST,STATE TREASURER, ,DEM,JOE TORSELLA,343,231,112
Chester,405 EAST NOTTINGHAM EAST,STATE TREASURER, ,DEM,Write-In Totals,6,4,2
Chester,405 EAST NOTTINGHAM EAST,U.S. House,6,DEM,CHRISSY HOULAHAN,365,248,117
Chester,405 EAST NOTTINGHAM EAST,U.S. House,6,DEM,Write-In Totals,2,0,2
Chester,405 EAST NOTTINGHAM EAST,State House,13,DEM,RICHARD RUGGIERI,348,232,116
Chester,405 EAST NOTTINGHAM EAST,State House,13,DEM,Write-In Totals,7,5,2
Chester,405 EAST NOTTINGHAM EAST,President, ,REP,DONALD J TRUMP,445,102,343
Chester,405 EAST NOTTINGHAM EAST,President, ,REP,ROQUE ROCKY DE LA FUENTE,9,5,4
Chester,405 EAST NOTTINGHAM EAST,President, ,REP,BILL WELD,22,10,12
Chester,405 EAST NOTTINGHAM EAST,President, ,REP,Write-In Totals,13,8,5
Chester,405 EAST NOTTINGHAM EAST,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,462,119,343
Chester,405 EAST NOTTINGHAM EAST,ATTORNEY GENERAL, ,REP,Write-In Totals,7,3,4
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,466,121,345
Chester,405 EAST NOTTINGHAM EAST,AUDITOR GENERAL, ,REP,Write-In Totals,5,3,2
Chester,405 EAST NOTTINGHAM EAST,STATE TREASURER, ,REP,STACY L GARRITY,467,121,346
Chester,405 EAST NOTTINGHAM EAST,STATE TREASURER, ,REP,Write-In Totals,3,2,1
Chester,405 EAST NOTTINGHAM EAST,U.S. House,6,REP,JOHN EMMONS,473,123,350
Chester,405 EAST NOTTINGHAM EAST,U.S. House,6,REP,Write-In Totals,5,2,3
Chester,405 EAST NOTTINGHAM EAST,State House,13,REP,JOHN LAWRENCE,486,130,356
Chester,405 EAST NOTTINGHAM EAST,State House,13,REP,Write-In Totals,6,2,4
Chester,406 EAST NOTTINGHAM WEST,Registered Voters, ,,Registered Voters - Total,"2,483",,
Chester,406 EAST NOTTINGHAM WEST,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,786,,
Chester,406 EAST NOTTINGHAM WEST,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"1,207",,
Chester,406 EAST NOTTINGHAM WEST,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,490,,
Chester,406 EAST NOTTINGHAM WEST,Ballots Cast, , , ,707,320,387
Chester,406 EAST NOTTINGHAM WEST,Ballots Cast, ,DEM, ,329,216,113
Chester,406 EAST NOTTINGHAM WEST,Ballots Cast, ,REP, ,378,104,274
Chester,406 EAST NOTTINGHAM WEST,Ballots Cast, ,NPA, ,0,0,0
Chester,406 EAST NOTTINGHAM WEST,President, ,DEM,BERNIE SANDERS,60,34,26
Chester,406 EAST NOTTINGHAM WEST,President, ,DEM,JOSEPH R BIDEN,251,173,78
Chester,406 EAST NOTTINGHAM WEST,President, ,DEM,TULSI GABBARD,6,2,4
Chester,406 EAST NOTTINGHAM WEST,President, ,DEM,Write-In Totals,5,5,0
Chester,406 EAST NOTTINGHAM WEST,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,292,193,99
Chester,406 EAST NOTTINGHAM WEST,ATTORNEY GENERAL, ,DEM,Write-In Totals,3,1,2
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,6,2,4
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,19,16,3
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,17,13,4
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,9,3,6
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,NINA AHMAD,88,50,38
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,162,111,51
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,DEM,Write-In Totals,2,0,2
Chester,406 EAST NOTTINGHAM WEST,STATE TREASURER, ,DEM,JOE TORSELLA,292,194,98
Chester,406 EAST NOTTINGHAM WEST,STATE TREASURER, ,DEM,Write-In Totals,4,0,4
Chester,406 EAST NOTTINGHAM WEST,U.S. House,6,DEM,CHRISSY HOULAHAN,306,204,102
Chester,406 EAST NOTTINGHAM WEST,U.S. House,6,DEM,Write-In Totals,2,0,2
Chester,406 EAST NOTTINGHAM WEST,State House,13,DEM,RICHARD RUGGIERI,295,194,101
Chester,406 EAST NOTTINGHAM WEST,State House,13,DEM,Write-In Totals,3,0,3
Chester,406 EAST NOTTINGHAM WEST,President, ,REP,DONALD J TRUMP,328,70,258
Chester,406 EAST NOTTINGHAM WEST,President, ,REP,ROQUE ROCKY DE LA FUENTE,1,1,0
Chester,406 EAST NOTTINGHAM WEST,President, ,REP,BILL WELD,27,18,9
Chester,406 EAST NOTTINGHAM WEST,President, ,REP,Write-In Totals,14,8,6
Chester,406 EAST NOTTINGHAM WEST,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,362,96,266
Chester,406 EAST NOTTINGHAM WEST,ATTORNEY GENERAL, ,REP,Write-In Totals,3,2,1
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,355,95,260
Chester,406 EAST NOTTINGHAM WEST,AUDITOR GENERAL, ,REP,Write-In Totals,3,2,1
Chester,406 EAST NOTTINGHAM WEST,STATE TREASURER, ,REP,STACY L GARRITY,356,96,260
Chester,406 EAST NOTTINGHAM WEST,STATE TREASURER, ,REP,Write-In Totals,3,2,1
Chester,406 EAST NOTTINGHAM WEST,U.S. House,6,REP,JOHN EMMONS,362,98,264
Chester,406 EAST NOTTINGHAM WEST,U.S. House,6,REP,Write-In Totals,4,2,2
Chester,406 EAST NOTTINGHAM WEST,State House,13,REP,JOHN LAWRENCE,357,98,259
Chester,406 EAST NOTTINGHAM WEST,State House,13,REP,Write-In Totals,2,2,0
Chester,410 W NOTTINGHAM,Registered Voters, ,,Registered Voters - Total,"1,576",,
Chester,410 W NOTTINGHAM,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,427,,
Chester,410 W NOTTINGHAM,Registered Voters, ,REP,Registered Voters - REPUBLICAN,872,,
Chester,410 W NOTTINGHAM,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,277,,
Chester,410 W NOTTINGHAM,Ballots Cast, , , ,433,149,284
Chester,410 W NOTTINGHAM,Ballots Cast, ,DEM, ,146,90,56
Chester,410 W NOTTINGHAM,Ballots Cast, ,REP, ,287,59,228
Chester,410 W NOTTINGHAM,Ballots Cast, ,NPA, ,0,0,0
Chester,410 W NOTTINGHAM,President, ,DEM,BERNIE SANDERS,20,14,6
Chester,410 W NOTTINGHAM,President, ,DEM,JOSEPH R BIDEN,113,72,41
Chester,410 W NOTTINGHAM,President, ,DEM,TULSI GABBARD,3,2,1
Chester,410 W NOTTINGHAM,President, ,DEM,Write-In Totals,6,1,5
Chester,410 W NOTTINGHAM,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,137,87,50
Chester,410 W NOTTINGHAM,ATTORNEY GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,1,0,1
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,7,5,2
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,5,4,1
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4,1,3
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,NINA AHMAD,36,22,14
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,85,53,32
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,410 W NOTTINGHAM,STATE TREASURER, ,DEM,JOE TORSELLA,135,87,48
Chester,410 W NOTTINGHAM,STATE TREASURER, ,DEM,Write-In Totals,2,1,1
Chester,410 W NOTTINGHAM,U.S. House,6,DEM,CHRISSY HOULAHAN,136,85,51
Chester,410 W NOTTINGHAM,U.S. House,6,DEM,Write-In Totals,2,0,2
Chester,410 W NOTTINGHAM,State House,13,DEM,RICHARD RUGGIERI,133,83,50
Chester,410 W NOTTINGHAM,State House,13,DEM,Write-In Totals,2,0,2
Chester,410 W NOTTINGHAM,President, ,REP,DONALD J TRUMP,269,52,217
Chester,410 W NOTTINGHAM,President, ,REP,ROQUE ROCKY DE LA FUENTE,4,1,3
Chester,410 W NOTTINGHAM,President, ,REP,BILL WELD,9,5,4
Chester,410 W NOTTINGHAM,President, ,REP,Write-In Totals,2,0,2
Chester,410 W NOTTINGHAM,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,262,55,207
Chester,410 W NOTTINGHAM,ATTORNEY GENERAL, ,REP,Write-In Totals,0,0,0
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,260,55,205
Chester,410 W NOTTINGHAM,AUDITOR GENERAL, ,REP,Write-In Totals,0,0,0
Chester,410 W NOTTINGHAM,STATE TREASURER, ,REP,STACY L GARRITY,259,54,205
Chester,410 W NOTTINGHAM,STATE TREASURER, ,REP,Write-In Totals,0,0,0
Chester,410 W NOTTINGHAM,U.S. House,6,REP,JOHN EMMONS,264,57,207
Chester,410 W NOTTINGHAM,U.S. House,6,REP,Write-In Totals,0,0,0
Chester,410 W NOTTINGHAM,State House,13,REP,JOHN LAWRENCE,279,58,221
Chester,410 W NOTTINGHAM,State House,13,REP,Write-In Totals,0,0,0
Chester,415 OXFORD E,Registered Voters, ,,Registered Voters - Total,748,,
Chester,415 OXFORD E,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,362,,
Chester,415 OXFORD E,Registered Voters, ,REP,Registered Voters - REPUBLICAN,235,,
Chester,415 OXFORD E,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,151,,
Chester,415 OXFORD E,Ballots Cast, , , ,195,73,122
Chester,415 OXFORD E,Ballots Cast, ,DEM, ,122,52,70
Chester,415 OXFORD E,Ballots Cast, ,REP, ,73,21,52
Chester,415 OXFORD E,Ballots Cast, ,NPA, ,0,0,0
Chester,415 OXFORD E,President, ,DEM,BERNIE SANDERS,28,15,13
Chester,415 OXFORD E,President, ,DEM,JOSEPH R BIDEN,87,37,50
Chester,415 OXFORD E,President, ,DEM,TULSI GABBARD,1,0,1
Chester,415 OXFORD E,President, ,DEM,Write-In Totals,1,0,1
Chester,415 OXFORD E,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,107,49,58
Chester,415 OXFORD E,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,2,0,2
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,9,5,4
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6,3,3
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4,0,4
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,NINA AHMAD,31,13,18
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,61,30,31
Chester,415 OXFORD E,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,415 OXFORD E,STATE TREASURER, ,DEM,JOE TORSELLA,111,51,60
Chester,415 OXFORD E,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,415 OXFORD E,U.S. House,6,DEM,CHRISSY HOULAHAN,116,52,64
Chester,415 OXFORD E,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,415 OXFORD E,State House,13,DEM,RICHARD RUGGIERI,114,51,63
Chester,415 OXFORD E,State House,13,DEM,Write-In Totals,0,0,0
Chester,415 OXFORD E,President, ,REP,DONALD J TRUMP,62,17,45
Chester,415 OXFORD E,President, ,REP,ROQUE ROCKY DE LA FUENTE,2,0,2
Chester,415 OXFORD E,President, ,REP,BILL WELD,4,2,2
Chester,415 OXFORD E,President, ,REP,Write-In Totals,4,2,2
Chester,415 OXFORD E,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,69,20,49
Chester,415 OXFORD E,ATTORNEY GENERAL, ,REP,Write-In Totals,0,0,0
Chester,415 OXFORD E,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,69,20,49
Chester,415 OXFORD E,AUDITOR GENERAL, ,REP,Write-In Totals,0,0,0
Chester,415 OXFORD E,STATE TREASURER, ,REP,STACY L GARRITY,68,20,48
Chester,415 OXFORD E,STATE TREASURER, ,REP,Write-In Totals,0,0,0
Chester,415 OXFORD E,U.S. House,6,REP,JOHN EMMONS,70,21,49
Chester,415 OXFORD E,U.S. House,6,REP,Write-In Totals,0,0,0
Chester,415 OXFORD E,State House,13,REP,JOHN LAWRENCE,71,21,50
Chester,415 OXFORD E,State House,13,REP,Write-In Totals,0,0,0
Chester,420 OXFORD W,Registered Voters, ,,Registered Voters - Total,"1,952",,
Chester,420 OXFORD W,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,809,,
Chester,420 OXFORD W,Registered Voters, ,REP,Registered Voters - REPUBLICAN,830,,
Chester,420 OXFORD W,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,313,,
Chester,420 OXFORD W,Ballots Cast, , , ,623,384,239
Chester,420 OXFORD W,Ballots Cast, ,DEM, ,364,268,96
Chester,420 OXFORD W,Ballots Cast, ,REP, ,259,116,143
Chester,420 OXFORD W,Ballots Cast, ,NPA, ,0,0,0
Chester,420 OXFORD W,President, ,DEM,BERNIE SANDERS,53,33,20
Chester,420 OXFORD W,President, ,DEM,JOSEPH R BIDEN,293,228,65
Chester,420 OXFORD W,President, ,DEM,TULSI GABBARD,7,1,6
Chester,420 OXFORD W,President, ,DEM,Write-In Totals,6,4,2
Chester,420 OXFORD W,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,336,247,89
Chester,420 OXFORD W,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,13,12,1
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,14,10,4
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,11,9,2
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,10,7,3
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,NINA AHMAD,77,45,32
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,214,166,48
Chester,420 OXFORD W,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,420 OXFORD W,STATE TREASURER, ,DEM,JOE TORSELLA,333,246,87
Chester,420 OXFORD W,STATE TREASURER, ,DEM,Write-In Totals,2,1,1
Chester,420 OXFORD W,U.S. House,6,DEM,CHRISSY HOULAHAN,351,261,90
