county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,DEM,Bernie Sanders,12,4,0,16
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,DEM,Joseph R. Biden,16,19,0,35
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,DEM,Tulsi Gabbard,5,3,0,8
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,DEM,Write-In,7,1,0,8
Cambria,PORTAGE BOROUGH - FIRST WARD,Attorney General,,DEM,Josh Shapiro,38,32,0,70
Cambria,PORTAGE BOROUGH - FIRST WARD,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,H. Scott Conklin,28,17,0,45
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Michael Lamb,11,9,0,20
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Rose Rosie Marie Davis,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Nina Ahmad,3,2,0,5
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Christina M. Hartman,1,2,0,3
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,State Treasurer,,DEM,Joe Torsella,37,29,0,66
Cambria,PORTAGE BOROUGH - FIRST WARD,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,U.S. House,15,DEM,Robert Williams,38,29,0,67
Cambria,PORTAGE BOROUGH - FIRST WARD,U.S. House,15,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,State Senate,35,DEM,Shaun Dougherty,39,28,0,67
Cambria,PORTAGE BOROUGH - FIRST WARD,State Senate,35,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,General Assembly,72,DEM,Frank Burns,46,32,0,78
Cambria,PORTAGE BOROUGH - FIRST WARD,General Assembly,72,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,REP,Donald J. Trump,39,9,0,48
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,REP,Bill Weld,2,0,0,2
Cambria,PORTAGE BOROUGH - FIRST WARD,President,,REP,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - FIRST WARD,Attorney General,,REP,Heather Heidelbaugh,38,9,0,47
Cambria,PORTAGE BOROUGH - FIRST WARD,Attorney General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,REP,Timothy Defoor,37,9,0,46
Cambria,PORTAGE BOROUGH - FIRST WARD,Auditor General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,State Treasurer,,REP,Stacy L. Garrity,36,9,0,45
Cambria,PORTAGE BOROUGH - FIRST WARD,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,U.S. House,15,REP,Glenn Gt Thompson,35,9,0,44
Cambria,PORTAGE BOROUGH - FIRST WARD,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,State Senate,35,REP,Wayne Langerholc Jr.,38,9,0,47
Cambria,PORTAGE BOROUGH - FIRST WARD,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - FIRST WARD,General Assembly,72,REP,Howard Terndrup,23,6,0,29
Cambria,PORTAGE BOROUGH - FIRST WARD,General Assembly,72,REP,Jerry Carnicella,12,3,0,15
Cambria,PORTAGE BOROUGH - FIRST WARD,General Assembly,72,REP,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,Registered Voters,,,,,,,470
Cambria,PORTAGE BOROUGH - SECOND WARD,Registered Voters,,DEM,,,,,210
Cambria,PORTAGE BOROUGH - SECOND WARD,Registered Voters,,REP,,,,,204
Cambria,PORTAGE BOROUGH - SECOND WARD,Ballots Cast,,,,97,71,0,168
Cambria,PORTAGE BOROUGH - SECOND WARD,Ballots Cast,,DEM,,37,53,0,90
Cambria,PORTAGE BOROUGH - SECOND WARD,Ballots Cast,,REP,,60,18,0,78
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,DEM,Bernie Sanders,7,8,0,15
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,DEM,Joseph R. Biden,19,33,0,52
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,DEM,Tulsi Gabbard,4,4,0,8
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,DEM,Write-In,4,1,0,5
Cambria,PORTAGE BOROUGH - SECOND WARD,Attorney General,,DEM,Josh Shapiro,32,46,0,78
Cambria,PORTAGE BOROUGH - SECOND WARD,Attorney General,,DEM,Write-In,0,1,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,H. Scott Conklin,17,25,0,42
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Michael Lamb,12,18,0,30
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Tracie Fountain,0,1,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Rose Rosie Marie Davis,1,5,0,6
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Nina Ahmad,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Christina M. Hartman,4,3,0,7
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,DEM,Write-In,0,1,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,State Treasurer,,DEM,Joe Torsella,31,44,0,75
Cambria,PORTAGE BOROUGH - SECOND WARD,State Treasurer,,DEM,Write-In,1,1,0,2
Cambria,PORTAGE BOROUGH - SECOND WARD,U.S. House,15,DEM,Robert Williams,30,45,0,75
Cambria,PORTAGE BOROUGH - SECOND WARD,U.S. House,15,DEM,Write-In,2,0,0,2
Cambria,PORTAGE BOROUGH - SECOND WARD,State Senate,35,DEM,Shaun Dougherty,33,46,0,79
Cambria,PORTAGE BOROUGH - SECOND WARD,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - SECOND WARD,General Assembly,72,DEM,Frank Burns,34,52,0,86
Cambria,PORTAGE BOROUGH - SECOND WARD,General Assembly,72,DEM,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,REP,Donald J. Trump,58,15,0,73
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,REP,Roque Rocky De La Fuente,0,2,0,2
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,REP,Bill Weld,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,President,,REP,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,Attorney General,,REP,Heather Heidelbaugh,57,16,0,73
Cambria,PORTAGE BOROUGH - SECOND WARD,Attorney General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,REP,Timothy Defoor,55,14,0,69
Cambria,PORTAGE BOROUGH - SECOND WARD,Auditor General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - SECOND WARD,State Treasurer,,REP,Stacy L. Garrity,54,14,0,68
Cambria,PORTAGE BOROUGH - SECOND WARD,State Treasurer,,REP,Write-In,2,0,0,2
Cambria,PORTAGE BOROUGH - SECOND WARD,U.S. House,15,REP,Glenn Gt Thompson,56,16,0,72
Cambria,PORTAGE BOROUGH - SECOND WARD,U.S. House,15,REP,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,State Senate,35,REP,Wayne Langerholc Jr.,57,17,0,74
Cambria,PORTAGE BOROUGH - SECOND WARD,State Senate,35,REP,Write-In,1,0,0,1
Cambria,PORTAGE BOROUGH - SECOND WARD,General Assembly,72,REP,Howard Terndrup,27,16,0,43
Cambria,PORTAGE BOROUGH - SECOND WARD,General Assembly,72,REP,Jerry Carnicella,26,1,0,27
Cambria,PORTAGE BOROUGH - SECOND WARD,General Assembly,72,REP,Write-In,5,0,0,5
Cambria,PORTAGE BOROUGH - THIRD WARD,Registered Voters,,,,,,,475
Cambria,PORTAGE BOROUGH - THIRD WARD,Registered Voters,,DEM,,,,,208
Cambria,PORTAGE BOROUGH - THIRD WARD,Registered Voters,,REP,,,,,223
Cambria,PORTAGE BOROUGH - THIRD WARD,Ballots Cast,,,,94,70,1,165
Cambria,PORTAGE BOROUGH - THIRD WARD,Ballots Cast,,DEM,,35,45,0,80
Cambria,PORTAGE BOROUGH - THIRD WARD,Ballots Cast,,REP,,59,25,1,85
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,DEM,Bernie Sanders,10,7,0,17
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,DEM,Joseph R. Biden,8,33,0,41
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,DEM,Tulsi Gabbard,3,3,0,6
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,DEM,Write-In,9,2,0,11
Cambria,PORTAGE BOROUGH - THIRD WARD,Attorney General,,DEM,Josh Shapiro,32,42,0,74
Cambria,PORTAGE BOROUGH - THIRD WARD,Attorney General,,DEM,Write-In,0,1,0,1
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,H. Scott Conklin,18,22,0,40
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Michael Lamb,8,14,0,22
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Tracie Fountain,2,0,0,2
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Rose Rosie Marie Davis,1,3,0,4
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Nina Ahmad,1,2,0,3
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Christina M. Hartman,1,2,0,3
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,DEM,Write-In,0,1,0,1
Cambria,PORTAGE BOROUGH - THIRD WARD,State Treasurer,,DEM,Joe Torsella,30,41,0,71
Cambria,PORTAGE BOROUGH - THIRD WARD,State Treasurer,,DEM,Write-In,1,1,0,2
Cambria,PORTAGE BOROUGH - THIRD WARD,U.S. House,15,DEM,Robert Williams,30,38,0,68
Cambria,PORTAGE BOROUGH - THIRD WARD,U.S. House,15,DEM,Write-In,1,1,0,2
Cambria,PORTAGE BOROUGH - THIRD WARD,State Senate,35,DEM,Shaun Dougherty,29,40,0,69
Cambria,PORTAGE BOROUGH - THIRD WARD,State Senate,35,DEM,Write-In,1,1,0,2
Cambria,PORTAGE BOROUGH - THIRD WARD,General Assembly,72,DEM,Frank Burns,33,42,0,75
Cambria,PORTAGE BOROUGH - THIRD WARD,General Assembly,72,DEM,Write-In,0,2,0,2
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,REP,Donald J. Trump,59,25,1,85
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,REP,Bill Weld,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,President,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,Attorney General,,REP,Heather Heidelbaugh,56,23,1,80
Cambria,PORTAGE BOROUGH - THIRD WARD,Attorney General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,REP,Timothy Defoor,56,23,0,79
Cambria,PORTAGE BOROUGH - THIRD WARD,Auditor General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,State Treasurer,,REP,Stacy L. Garrity,56,23,0,79
Cambria,PORTAGE BOROUGH - THIRD WARD,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,U.S. House,15,REP,Glenn Gt Thompson,56,24,0,80
Cambria,PORTAGE BOROUGH - THIRD WARD,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,State Senate,35,REP,Wayne Langerholc Jr.,55,24,1,80
Cambria,PORTAGE BOROUGH - THIRD WARD,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PORTAGE BOROUGH - THIRD WARD,General Assembly,72,REP,Howard Terndrup,27,11,0,38
Cambria,PORTAGE BOROUGH - THIRD WARD,General Assembly,72,REP,Jerry Carnicella,26,13,0,39
Cambria,PORTAGE BOROUGH - THIRD WARD,General Assembly,72,REP,Write-In,4,0,0,4
Cambria,PORTAGE TOWNSHIP CENTER,Registered Voters,,,,,,,1040
Cambria,PORTAGE TOWNSHIP CENTER,Registered Voters,,DEM,,,,,528
Cambria,PORTAGE TOWNSHIP CENTER,Registered Voters,,REP,,,,,418
Cambria,PORTAGE TOWNSHIP CENTER,Ballots Cast,,,,214,172,4,390
Cambria,PORTAGE TOWNSHIP CENTER,Ballots Cast,,DEM,,100,137,1,238
Cambria,PORTAGE TOWNSHIP CENTER,Ballots Cast,,REP,,114,35,3,152
Cambria,PORTAGE TOWNSHIP CENTER,President,,DEM,Bernie Sanders,16,20,0,36
Cambria,PORTAGE TOWNSHIP CENTER,President,,DEM,Joseph R. Biden,44,86,1,131
Cambria,PORTAGE TOWNSHIP CENTER,President,,DEM,Tulsi Gabbard,14,8,0,22
Cambria,PORTAGE TOWNSHIP CENTER,President,,DEM,Write-In,10,12,0,22
Cambria,PORTAGE TOWNSHIP CENTER,Attorney General,,DEM,Josh Shapiro,85,129,1,215
Cambria,PORTAGE TOWNSHIP CENTER,Attorney General,,DEM,Write-In,2,0,0,2
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,H. Scott Conklin,44,93,1,138
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Michael Lamb,29,20,0,49
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Tracie Fountain,6,4,0,10
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Rose Rosie Marie Davis,4,6,0,10
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Nina Ahmad,2,3,0,5
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Christina M. Hartman,6,7,0,13
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,PORTAGE TOWNSHIP CENTER,State Treasurer,,DEM,Joe Torsella,83,129,1,213
Cambria,PORTAGE TOWNSHIP CENTER,State Treasurer,,DEM,Write-In,2,0,0,2
Cambria,PORTAGE TOWNSHIP CENTER,U.S. House,15,DEM,Robert Williams,80,124,1,205
Cambria,PORTAGE TOWNSHIP CENTER,U.S. House,15,DEM,Write-In,3,0,0,3
Cambria,PORTAGE TOWNSHIP CENTER,State Senate,35,DEM,Shaun Dougherty,77,123,1,201
Cambria,PORTAGE TOWNSHIP CENTER,State Senate,35,DEM,Write-In,2,2,0,4
Cambria,PORTAGE TOWNSHIP CENTER,General Assembly,72,DEM,Frank Burns,96,133,1,230
Cambria,PORTAGE TOWNSHIP CENTER,General Assembly,72,DEM,Write-In,3,2,0,5
Cambria,PORTAGE TOWNSHIP CENTER,President,,REP,Donald J. Trump,112,31,3,146
Cambria,PORTAGE TOWNSHIP CENTER,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,PORTAGE TOWNSHIP CENTER,President,,REP,Bill Weld,1,2,0,3
Cambria,PORTAGE TOWNSHIP CENTER,President,,REP,Write-In,0,1,0,1
Cambria,PORTAGE TOWNSHIP CENTER,Attorney General,,REP,Heather Heidelbaugh,103,33,3,139
Cambria,PORTAGE TOWNSHIP CENTER,Attorney General,,REP,Write-In,0,1,0,1
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,REP,Timothy Defoor,102,32,3,137
Cambria,PORTAGE TOWNSHIP CENTER,Auditor General,,REP,Write-In,0,1,0,1
Cambria,PORTAGE TOWNSHIP CENTER,State Treasurer,,REP,Stacy L. Garrity,102,32,3,137
Cambria,PORTAGE TOWNSHIP CENTER,State Treasurer,,REP,Write-In,0,1,0,1
Cambria,PORTAGE TOWNSHIP CENTER,U.S. House,15,REP,Glenn Gt Thompson,106,33,3,142
Cambria,PORTAGE TOWNSHIP CENTER,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP CENTER,State Senate,35,REP,Wayne Langerholc Jr.,106,35,3,144
Cambria,PORTAGE TOWNSHIP CENTER,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP CENTER,General Assembly,72,REP,Howard Terndrup,64,20,1,85
Cambria,PORTAGE TOWNSHIP CENTER,General Assembly,72,REP,Jerry Carnicella,40,14,2,56
Cambria,PORTAGE TOWNSHIP CENTER,General Assembly,72,REP,Write-In,5,1,0,6
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Registered Voters,,,,,,,1115
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Registered Voters,,DEM,,,,,536
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Registered Voters,,REP,,,,,480
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Ballots Cast,,,,196,218,5,419
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Ballots Cast,,DEM,,83,142,2,227
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Ballots Cast,,REP,,113,76,3,192
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,DEM,Bernie Sanders,18,13,0,31
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,DEM,Joseph R. Biden,32,106,1,139
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,DEM,Tulsi Gabbard,12,6,0,18
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,DEM,Write-In,9,10,1,20
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Attorney General,,DEM,Josh Shapiro,67,134,2,203
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Attorney General,,DEM,Write-In,1,1,0,2
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,H. Scott Conklin,48,96,0,144
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Michael Lamb,16,24,1,41
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Tracie Fountain,0,5,0,5
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Rose Rosie Marie Davis,5,4,0,9
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Nina Ahmad,3,2,0,5
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Christina M. Hartman,5,5,1,11
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,DEM,Write-In,1,2,0,3
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Treasurer,,DEM,Joe Torsella,64,129,2,195
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Treasurer,,DEM,Write-In,1,3,0,4
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,U.S. House,15,DEM,Robert Williams,69,125,2,196
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,U.S. House,15,DEM,Write-In,3,5,0,8
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Senate,35,DEM,Shaun Dougherty,66,128,2,196
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Senate,35,DEM,Write-In,1,3,0,4
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,General Assembly,72,DEM,Frank Burns,80,138,2,220
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,General Assembly,72,DEM,Write-In,1,2,0,3
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,REP,Donald J. Trump,111,67,3,181
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,REP,Bill Weld,1,3,0,4
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,President,,REP,Write-In,0,3,0,3
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Attorney General,,REP,Heather Heidelbaugh,100,65,3,168
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Attorney General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,REP,Timothy Defoor,98,67,3,168
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,Auditor General,,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Treasurer,,REP,Stacy L. Garrity,103,66,3,172
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,U.S. House,15,REP,Glenn Gt Thompson,106,69,3,178
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Senate,35,REP,Wayne Langerholc Jr.,110,70,3,183
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,State Senate,35,REP,Write-In,0,0,0,0
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,General Assembly,72,REP,Howard Terndrup,69,44,2,115
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,General Assembly,72,REP,Jerry Carnicella,36,27,1,64
Cambria,PORTAGE TOWNSHIP - SOUTHWEST,General Assembly,72,REP,Write-In,4,2,0,6
Cambria,READE TOWNSHIP,Registered Voters,,,,,,,826
Cambria,READE TOWNSHIP,Registered Voters,,DEM,,,,,263
Cambria,READE TOWNSHIP,Registered Voters,,REP,,,,,468
Cambria,READE TOWNSHIP,Ballots Cast,,,,239,61,3,303
Cambria,READE TOWNSHIP,Ballots Cast,,DEM,,67,27,0,94
Cambria,READE TOWNSHIP,Ballots Cast,,REP,,172,34,3,209
Cambria,READE TOWNSHIP,President,,DEM,Bernie Sanders,15,5,0,20
Cambria,READE TOWNSHIP,President,,DEM,Joseph R. Biden,28,18,0,46
Cambria,READE TOWNSHIP,President,,DEM,Tulsi Gabbard,5,0,0,5
Cambria,READE TOWNSHIP,President,,DEM,Write-In,10,3,0,13
Cambria,READE TOWNSHIP,Attorney General,,DEM,Josh Shapiro,49,26,0,75
Cambria,READE TOWNSHIP,Attorney General,,DEM,Write-In,2,1,0,3
Cambria,READE TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,37,23,0,60
Cambria,READE TOWNSHIP,Auditor General,,DEM,Michael Lamb,6,1,0,7
Cambria,READE TOWNSHIP,Auditor General,,DEM,Tracie Fountain,1,0,0,1
Cambria,READE TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,6,0,0,6
Cambria,READE TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,2,0,4
Cambria,READE TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,4,0,0,4
Cambria,READE TOWNSHIP,Auditor General,,DEM,Write-In,2,1,0,3
Cambria,READE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,54,26,0,80
Cambria,READE TOWNSHIP,State Treasurer,,DEM,Write-In,2,1,0,3
Cambria,READE TOWNSHIP,U.S. House,15,DEM,Robert Williams,46,22,0,68
Cambria,READE TOWNSHIP,U.S. House,15,DEM,Write-In,6,3,0,9
Cambria,READE TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,49,21,0,70
Cambria,READE TOWNSHIP,State Senate,35,DEM,Write-In,2,1,0,3
Cambria,READE TOWNSHIP,General Assembly,72,DEM,Frank Burns,59,26,0,85
Cambria,READE TOWNSHIP,General Assembly,72,DEM,Write-In,0,1,0,1
Cambria,READE TOWNSHIP,President,,REP,Donald J. Trump,169,31,3,203
Cambria,READE TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,READE TOWNSHIP,President,,REP,Bill Weld,1,3,0,4
Cambria,READE TOWNSHIP,President,,REP,Write-In,0,0,0,0
Cambria,READE TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,156,30,1,187
Cambria,READE TOWNSHIP,Attorney General,,REP,Write-In,0,1,0,1
Cambria,READE TOWNSHIP,Auditor General,,REP,Timothy Defoor,155,29,1,185
Cambria,READE TOWNSHIP,Auditor General,,REP,Write-In,1,2,0,3
Cambria,READE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,157,30,1,188
Cambria,READE TOWNSHIP,State Treasurer,,REP,Write-In,0,1,0,1
Cambria,READE TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,159,32,1,192
Cambria,READE TOWNSHIP,U.S. House,15,REP,Write-In,2,1,0,3
Cambria,READE TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,158,30,1,189
Cambria,READE TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,READE TOWNSHIP,General Assembly,72,REP,Howard Terndrup,68,11,0,79
Cambria,READE TOWNSHIP,General Assembly,72,REP,Jerry Carnicella,101,21,3,125
Cambria,READE TOWNSHIP,General Assembly,72,REP,Write-In,1,1,0,2
Cambria,RICHLAND TOWNSHIP NO. 1,Registered Voters,,,,,,,923
Cambria,RICHLAND TOWNSHIP NO. 1,Registered Voters,,DEM,,,,,326
Cambria,RICHLAND TOWNSHIP NO. 1,Registered Voters,,REP,,,,,504
Cambria,RICHLAND TOWNSHIP NO. 1,Ballots Cast,,,,184,134,8,326
Cambria,RICHLAND TOWNSHIP NO. 1,Ballots Cast,,DEM,,55,80,1,136
Cambria,RICHLAND TOWNSHIP NO. 1,Ballots Cast,,REP,,129,54,7,190
Cambria,RICHLAND TOWNSHIP NO. 1,President,,DEM,Bernie Sanders,13,10,0,23
Cambria,RICHLAND TOWNSHIP NO. 1,President,,DEM,Joseph R. Biden,30,63,0,93
Cambria,RICHLAND TOWNSHIP NO. 1,President,,DEM,Tulsi Gabbard,3,3,0,6
Cambria,RICHLAND TOWNSHIP NO. 1,President,,DEM,Write-In,8,1,1,10
Cambria,RICHLAND TOWNSHIP NO. 1,Attorney General,,DEM,Josh Shapiro,49,79,1,129
Cambria,RICHLAND TOWNSHIP NO. 1,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,H. Scott Conklin,22,44,0,66
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Michael Lamb,13,25,0,38
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Tracie Fountain,1,2,1,4
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Rose Rosie Marie Davis,1,3,0,4
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Nina Ahmad,5,5,0,10
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Christina M. Hartman,11,1,0,12
Cambria,RICHLAND TOWNSHIP NO. 1,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,RICHLAND TOWNSHIP NO. 1,State Treasurer,,DEM,Joe Torsella,47,75,1,123
Cambria,RICHLAND TOWNSHIP NO. 1,State Treasurer,,DEM,Write-In,2,0,0,2
Cambria,RICHLAND TOWNSHIP NO. 1,U.S. House,15,DEM,Robert Williams,51,74,1,126
